Timestamp,Type,Source,Message,Severity
2025-12-27 02:48:41,Cyber Attack,Network AI,Detected DoS (38.0%),High
2025-12-27 02:48:41,Cyber Attack,Network AI,Detected DoS (38.7%),High
2025-12-27 02:48:41,Cyber Attack,Network AI,Detected DoS (38.6%),High
2025-12-27 02:48:41,Cyber Attack,Network AI,Detected DoS (39.5%),High
2025-12-27 02:48:41,Cyber Attack,Network AI,Detected DoS (38.0%),High
2025-12-27 02:48:42,Cyber Attack,Network AI,Detected DoS (38.7%),High
2025-12-27 02:48:42,Cyber Attack,Network AI,Detected DoS (39.3%),High
2025-12-27 02:48:42,Cyber Attack,Network AI,Detected DoS (38.7%),High
2025-12-27 02:48:42,Cyber Attack,Network AI,Detected DoS (38.0%),High
2025-12-27 02:48:42,Cyber Attack,Network AI,Detected DoS (38.6%),High
2025-12-27 02:48:43,Cyber Attack,Network AI,Detected DoS (39.3%),High
2025-12-27 02:48:43,Cyber Attack,Network AI,Detected DoS (38.6%),High
2025-12-27 02:48:43,Cyber Attack,Network AI,Detected DoS (39.3%),High
2025-12-27 02:48:43,Cyber Attack,Network AI,Detected DoS (39.2%),High
2025-12-27 02:48:43,Cyber Attack,Network AI,Detected DoS (38.6%),High
2025-12-27 02:48:44,Cyber Attack,Network AI,Detected DoS (38.0%),High
2025-12-27 02:48:44,Cyber Attack,Network AI,Detected DoS (38.7%),High
2025-12-27 02:48:44,Cyber Attack,Network AI,Detected DoS (39.2%),High
2025-12-27 02:48:44,Cyber Attack,Network AI,Detected DoS (38.7%),High
2025-12-27 02:48:45,Cyber Attack,Network AI,Detected DoS (38.6%),High
2025-12-27 02:48:45,Cyber Attack,Network AI,Detected DoS (38.6%),High
2025-12-27 02:48:45,Cyber Attack,Network AI,Detected DoS (39.5%),High
2025-12-27 02:48:45,Cyber Attack,Network AI,Detected DoS (38.0%),High
2025-12-27 02:48:45,Cyber Attack,Network AI,Detected DoS (39.5%),High
2025-12-27 02:48:45,Cyber Attack,Network AI,Detected DoS (39.5%),High
2025-12-27 02:48:46,Cyber Attack,Network AI,Detected DoS (39.5%),High
2025-12-27 02:48:46,Cyber Attack,Network AI,Detected DoS (39.2%),High
2025-12-27 02:48:46,Cyber Attack,Network AI,Detected DoS (39.5%),High
2025-12-27 02:48:47,Cyber Attack,Network AI,Detected DoS (39.3%),High
2025-12-27 02:48:47,Cyber Attack,Network AI,Detected DoS (39.3%),High
2025-12-27 02:48:47,Cyber Attack,Network AI,Detected DoS (38.0%),High
2025-12-27 02:48:47,Cyber Attack,Network AI,Detected DoS (38.0%),High
2025-12-27 02:48:47,Cyber Attack,Network AI,Detected DoS (38.0%),High
2025-12-27 02:48:47,Cyber Attack,Network AI,Detected DoS (39.2%),High
2025-12-27 02:48:48,Cyber Attack,Network AI,Detected DoS (38.6%),High
2025-12-27 02:48:48,Cyber Attack,Network AI,Detected DoS (38.6%),High
2025-12-27 02:48:48,Cyber Attack,Network AI,Detected DoS (38.6%),High
2025-12-27 02:48:48,Cyber Attack,Network AI,Detected DoS (39.5%),High
2025-12-27 02:48:48,Cyber Attack,Network AI,Detected DoS (38.6%),High
2025-12-27 02:48:49,Cyber Attack,Network AI,Detected DoS (39.2%),High
2025-12-27 02:48:49,Cyber Attack,Network AI,Detected DoS (38.0%),High
2025-12-27 02:48:49,Cyber Attack,Network AI,Detected DoS (38.6%),High
2025-12-27 02:48:49,Cyber Attack,Network AI,Detected DoS (39.5%),High
2025-12-27 02:48:49,Cyber Attack,Network AI,Detected DoS (39.3%),High
2025-12-27 02:48:50,Cyber Attack,Network AI,Detected DoS (39.5%),High
2025-12-27 02:48:50,Cyber Attack,Network AI,Detected DoS (38.6%),High
2025-12-27 02:48:50,Cyber Attack,Network AI,Detected DoS (39.5%),High
2025-12-27 02:48:50,Cyber Attack,Network AI,Detected DoS (38.0%),High
2025-12-27 02:48:51,Cyber Attack,Network AI,Detected DoS (39.5%),High
