Timestamp,True_Label,AI_Prediction,Confidence
2026-01-07 13:16:08,Normal,Normal,0.4078
2026-01-07 13:16:08,Normal,Normal,0.4075
2026-01-07 13:16:08,Normal,Normal,0.3978
2026-01-07 13:16:08,Normal,Normal,0.4038
2026-01-07 13:16:08,Normal,Normal,0.4045
2026-01-07 13:16:08,Normal,Normal,0.3958
2026-01-07 13:16:13,Normal,Normal,0.3961
2026-01-07 13:16:13,Normal,Normal,0.3942
2026-01-07 13:16:13,Normal,Normal,0.4074
2026-01-07 13:16:13,Normal,Normal,0.3938
2026-01-07 13:16:13,Normal,Normal,0.3958
2026-01-07 13:16:13,Normal,Normal,0.4068
2026-01-07 13:16:13,Normal,Normal,0.3924
2026-01-07 13:16:13,Normal,Normal,0.4066
2026-01-07 13:16:13,Normal,Normal,0.4041
2026-01-07 13:16:13,Normal,Normal,0.4066
2026-01-07 13:16:13,Normal,Normal,0.3957
2026-01-07 13:16:13,Normal,Normal,0.4045
2026-01-07 13:16:14,Normal,Normal,0.3908
2026-01-07 13:16:14,Normal,Normal,0.4066
2026-01-07 13:16:14,Normal,Normal,0.3977
2026-01-07 13:16:14,Normal,Normal,0.3961
2026-01-07 13:16:14,Normal,Normal,0.3938
2026-01-07 13:16:14,Normal,Normal,0.4071
2026-01-07 13:16:14,Normal,Normal,0.4066
2026-01-07 13:16:14,Normal,Normal,0.3977
2026-01-07 13:16:14,Normal,Normal,0.4020
2026-01-07 13:16:14,Normal,Normal,0.3981
2026-01-07 13:16:14,Normal,Normal,0.3949
2026-01-07 13:16:14,Normal,Normal,0.3971
2026-01-07 13:16:14,Normal,Normal,0.3958
2026-01-07 13:16:14,Normal,Normal,0.3942
2026-01-07 13:16:14,Normal,Normal,0.4020
2026-01-07 13:16:14,Normal,Normal,0.3958
2026-01-07 13:16:15,Normal,Normal,0.4020
2026-01-07 13:16:15,Normal,Normal,0.3928
2026-01-07 13:16:15,Normal,Normal,0.4074
2026-01-07 13:16:15,Normal,Normal,0.4074
2026-01-07 13:16:15,Normal,Normal,0.4066
2026-01-07 13:16:16,Normal,Normal,0.4038
2026-01-07 13:16:16,Normal,Normal,0.4074
2026-01-07 13:16:16,Normal,Normal,0.4085
2026-01-07 13:16:16,Normal,Normal,0.4045
2026-01-07 13:16:16,Normal,Normal,0.4060
2026-01-07 13:16:17,Normal,Normal,0.4079
2026-01-07 13:16:17,Normal,Normal,0.4068
2026-01-07 13:16:17,Normal,Normal,0.3981
2026-01-07 13:16:17,Normal,Normal,0.4066
2026-01-07 13:16:17,Normal,Normal,0.4078
2026-01-07 13:16:18,Normal,Normal,0.3901
2026-01-07 13:16:18,Normal,Normal,0.4078
2026-01-07 13:16:18,Normal,Normal,0.4072
2026-01-07 13:16:18,Normal,Normal,0.4074
2026-01-07 13:16:19,Normal,Normal,0.4020
2026-01-07 13:16:19,Normal,Normal,0.4038
2026-01-07 13:16:19,Normal,Normal,0.4066
2026-01-07 13:16:19,Normal,Normal,0.3958
2026-01-07 13:16:19,Normal,Normal,0.4066
2026-01-07 13:16:20,Normal,Normal,0.4066
2026-01-07 13:16:20,Normal,Normal,0.3989
2026-01-07 13:16:20,Normal,Normal,0.3901
2026-01-07 13:16:20,Normal,Normal,0.3942
2026-01-07 13:16:20,Normal,Normal,0.3958
2026-01-07 13:16:21,Normal,Normal,0.4063
2026-01-07 13:16:21,Normal,Normal,0.4063
2026-01-07 13:16:21,Normal,Normal,0.4079
2026-01-07 13:16:21,Normal,Normal,0.3889
2026-01-07 13:16:21,Normal,Normal,0.4020
2026-01-07 13:16:22,Normal,Normal,0.3958
2026-01-07 13:16:22,Normal,Normal,0.4078
2026-01-07 13:16:22,Normal,Normal,0.4079
2026-01-07 13:16:22,Normal,Normal,0.3958
2026-01-07 13:16:22,Normal,Normal,0.3958
2026-01-07 13:16:23,Normal,Normal,0.4020
2026-01-07 13:16:23,Normal,Normal,0.3958
2026-01-07 13:16:23,Normal,Normal,0.3939
2026-01-07 13:16:23,Normal,Normal,0.3942
2026-01-07 13:16:23,Normal,Normal,0.4066
2026-01-07 13:16:24,Normal,Normal,0.4075
2026-01-07 13:16:24,Normal,Normal,0.3958
2026-01-07 13:16:24,Normal,Normal,0.3853
2026-01-07 13:16:24,Normal,Normal,0.3958
2026-01-07 13:16:24,Normal,Normal,0.4020
2026-01-07 13:16:25,Normal,Normal,0.4057
2026-01-07 13:16:25,Normal,Normal,0.4079
2026-01-07 13:16:25,Normal,Normal,0.4068
2026-01-07 13:16:25,Normal,Normal,0.4074
2026-01-07 13:16:25,Normal,Normal,0.4066
2026-01-07 13:16:26,Normal,Normal,0.4078
2026-01-07 13:16:26,Normal,Normal,0.4020
2026-01-07 13:16:26,Normal,Normal,0.3958
2026-01-07 13:16:26,Normal,Normal,0.4079
2026-01-07 13:16:26,Normal,Normal,0.4066
2026-01-07 13:16:27,Normal,Normal,0.3966
2026-01-07 13:16:27,Normal,Normal,0.4079
2026-01-07 13:16:27,Normal,Normal,0.4066
2026-01-07 13:16:27,Normal,Normal,0.3957
2026-01-07 13:16:27,Normal,Normal,0.4073
2026-01-07 13:16:28,Normal,Normal,0.4074
2026-01-07 13:16:28,Normal,Normal,0.3908
2026-01-07 13:16:28,Normal,Normal,0.3958
2026-01-07 13:16:28,Normal,Normal,0.3958
2026-01-07 13:16:29,Normal,Normal,0.3958
2026-01-07 13:16:29,Normal,Normal,0.4020
2026-01-07 13:16:29,Normal,Normal,0.3954
2026-01-07 13:16:29,Normal,Normal,0.3979
2026-01-07 13:16:30,Normal,Normal,0.3985
2026-01-07 13:16:30,Normal,Normal,0.4075
2026-01-07 13:16:30,Normal,Normal,0.4077
2026-01-07 13:16:30,Normal,Normal,0.4040
2026-01-07 13:16:30,Normal,Normal,0.3958
2026-01-07 13:16:31,Normal,Normal,0.4040
2026-01-07 13:16:31,Normal,Normal,0.4072
2026-01-07 13:16:31,Normal,Normal,0.4074
2026-01-07 13:16:31,Normal,Normal,0.3942
