Timestamp,True_Label,AI_Prediction,Confidence
2026-01-09 07:19:28,Normal,Normal,0.4020
2026-01-09 07:19:28,Normal,Normal,0.4086
2026-01-09 07:19:28,Normal,Normal,0.4066
2026-01-09 07:19:28,Normal,Normal,0.4074
2026-01-09 07:19:28,Normal,Normal,0.4054
2026-01-09 07:19:28,Normal,Normal,0.3958
2026-01-09 07:19:28,Normal,Normal,0.3989
2026-01-09 07:19:28,Normal,Normal,0.3958
2026-01-09 07:19:28,Normal,Normal,0.3966
2026-01-09 07:19:28,Normal,Normal,0.4074
2026-01-09 07:19:28,Normal,Normal,0.4079
2026-01-09 07:19:28,Normal,Normal,0.3881
2026-01-09 07:19:28,Normal,Normal,0.3928
2026-01-09 07:19:28,Normal,Normal,0.3939
2026-01-09 07:19:28,Normal,Normal,0.3908
2026-01-09 07:19:29,Normal,Normal,0.4045
2026-01-09 07:19:29,Normal,Normal,0.4075
2026-01-09 07:19:29,Normal,Normal,0.4066
2026-01-09 07:19:29,Normal,Normal,0.4046
2026-01-09 07:19:29,Normal,Normal,0.3981
2026-01-09 07:19:29,Normal,Normal,0.4079
2026-01-09 07:19:29,Normal,Normal,0.3775
2026-01-09 07:19:29,Normal,Normal,0.4078
2026-01-09 07:19:29,Normal,Normal,0.3928
2026-01-09 07:19:29,Normal,Normal,0.3958
2026-01-09 07:19:30,Normal,Normal,0.3780
2026-01-09 07:19:30,Normal,Normal,0.3942
2026-01-09 07:19:30,Normal,Normal,0.3935
2026-01-09 07:19:30,Normal,Normal,0.4020
2026-01-09 07:19:30,Normal,Normal,0.4079
2026-01-09 07:19:31,Normal,Normal,0.3958
2026-01-09 07:19:31,Normal,Normal,0.3928
2026-01-09 07:19:31,Normal,Normal,0.4074
2026-01-09 07:19:31,Normal,Normal,0.4078
2026-01-09 07:19:32,Normal,Normal,0.4066
2026-01-09 07:19:32,Normal,Normal,0.4066
2026-01-09 07:19:32,Normal,Normal,0.3958
2026-01-09 07:19:32,Normal,Normal,0.3957
2026-01-09 07:19:32,Normal,Normal,0.3954
2026-01-09 07:19:32,Normal,Normal,0.3908
2026-01-09 07:19:33,Normal,Normal,0.4072
2026-01-09 07:19:33,Normal,Normal,0.4039
2026-01-09 07:19:33,Normal,Normal,0.3989
2026-01-09 07:19:33,Normal,Normal,0.4074
2026-01-09 07:19:34,Normal,Normal,0.4020
2026-01-09 07:19:34,Normal,Normal,0.4066
2026-01-09 07:19:34,Normal,Normal,0.4066
2026-01-09 07:19:34,Normal,Normal,0.4072
2026-01-09 07:19:34,Normal,Normal,0.4020
2026-01-09 07:19:34,Normal,Normal,0.4073
2026-01-09 07:19:35,Normal,Normal,0.4038
2026-01-09 07:19:35,Normal,Normal,0.4045
2026-01-09 07:19:35,Normal,Normal,0.4079
2026-01-09 07:19:35,Normal,Normal,0.3958
2026-01-09 07:19:36,Normal,Normal,0.4066
2026-01-09 07:19:36,Normal,Normal,0.3966
2026-01-09 07:19:36,Normal,Normal,0.3901
2026-01-09 07:19:36,Normal,Normal,0.3879
2026-01-09 07:19:37,Normal,Normal,0.3901
2026-01-09 07:19:37,Normal,Normal,0.4066
2026-01-09 07:19:37,Normal,Normal,0.3958
2026-01-09 07:19:37,Normal,Normal,0.3958
2026-01-09 07:19:37,Normal,Normal,0.3958
2026-01-09 07:19:37,Normal,Normal,0.4075
2026-01-09 07:19:38,Normal,Normal,0.4020
2026-01-09 07:19:38,Normal,Normal,0.3970
2026-01-09 07:19:38,Normal,Normal,0.4074
2026-01-09 07:19:38,Normal,Normal,0.3968
2026-01-09 07:19:39,Normal,Normal,0.3958
2026-01-09 07:19:39,Normal,Normal,0.4020
2026-01-09 07:19:39,Normal,Normal,0.3958
2026-01-09 07:19:39,Normal,Normal,0.3966
2026-01-09 07:19:39,Normal,Normal,0.4066
2026-01-09 07:19:39,Normal,Normal,0.4045
2026-01-09 07:19:40,Normal,Normal,0.3961
2026-01-09 07:19:40,Normal,Normal,0.3942
2026-01-09 07:19:40,Normal,Normal,0.4078
2026-01-09 07:19:40,Normal,Normal,0.4086
2026-01-09 07:19:41,Normal,Normal,0.4077
2026-01-09 07:19:41,Normal,Normal,0.4075
2026-01-09 07:19:41,Normal,Normal,0.4039
2026-01-09 07:19:41,Normal,Normal,0.4020
